title,year,certificate,duration,"genre",rating,"description",stars,votes
Untitled Kanye West Documentary,2004,TV-Y,9,"Animation, Adventure, Comedy",6.3,"A little pig named Peppa and her little brother George have journeys everyday with their family and friends.","[John Sparkes,Richard Ridings,Morwenna Banks,Oliver May]",5171
Scream: The TV Series,2021,TV-MA,104,"Comedy, Romance",6.3,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she's been catfished. This lighthearted romantic comedy chronicles her attempt to reel in love.","[Hernan Jimenez,Nina Dobrev,Jimmy O. Yang,Darren Barnet,James Saito]",50967
Z Nation,2021,TV-14,70,"Comedy, Romance",8.4,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.","[Shin Min-a,Kim Seon-Ho,Gina Su,Lee Bong-ryun]",12059
Escape Plan,2010,PG-13,103,"Action, Thriller",6,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.","[Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie,Paul Bettany,Timothy Dalton]",243244
Hellbound,2013,TV-PG,10,"Animation, Short, Action",5.4,"Superhero roommates Robin, Cyborg, Starfire, Raven and Beast Boy love saving the day, but what happens when they're done fighting crime?","[Greg Cipes,Khary Payton,Scott Menville,Tara Strong]",21432
Mank,2018,TV-14,105,"Comedy, Romance",6.5,"Two corporate executive assistants hatch a plan to match-make their two bosses.","[Claire Scanlon,Zoey Deutch,Glen Powell,Lucy Liu,Taye Diggs]",53464
Sacreds,2017-2019,TV-MA,60,"Action, Comedy, Crime",8.1,"An injured hitman befriends his kidnapped daughter's imaginary friend, a perky blue flying unicorn.","[Christopher Meloni,Ritchie Coster,Lili Mirojnick,Patton Oswalt]",38841
In the Shadow of the Moon,2022,PG,95,"Comedy, Sport",6,"The story about New Orleans Saints head coach Sean Payton coaching his son's 6th grade football team, when Payton was suspended for the entire 2012 season as a result of his role in the Saints' Bountygate scandal.","[Charles Kinnane,Daniel Kinnane,Kevin James,Taylor Lautner,Rob Schneider,Jackie Sandler]",18459
Are You Afraid of the Dark?,2006-2010,TV-PG,23,"Drama, Family, Fantasy",7.2,"Three girls become mermaids after a mysterious island transforms them and gives them special powers.","[Cariba Heine,Phoebe Tonkin,Angus McLaren,Burgess Abernethy]",15477
News of the World,2020,PG-13,91,"Adventure, Comedy, Music",5.9,"Once told they'd save the universe during a time-traveling adventure, 2 would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song and fulfill their destiny.","[Dean Parisot,Keanu Reeves,Alex Winter,Kristen Schaal,Samara Weaving]",46881
The Meyerowitz Stories,2022,Not Rated,93,"Documentary, Music",8.6,"Kanye hustles to establish his voice at the label. When a car crash and broken jaw threaten it all, the unstoppable artist turns pain into platinum.","[Coodie,Chike Ozah,Ye,Kevin Bacon,Yasiin Bey,Big V]",1041
The Windsors,2015-2019,TV-14,45,"Comedy, Crime, Drama",7.1,"A serialized anthology series that follows a group of teenagers being targeted by a masked serial killer.","[Willa Fitzgerald,Bex Taylor-Klaus,John Karna,Carlson Young]",41077
Hemlock Grove,2014-2018,TV-14,44,"Action, Comedy, Drama",6.7,"Three years after the zombie virus has gutted the United States of America a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.","[Russell Hodgkinson,Nat Zang,Keith Allan,Kellita Smith]",36710
The Mauritanian,2013,R,115,"Action, Thriller",6.7,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.","[Mikael Håfström,Sylvester Stallone,Arnold Schwarzenegger,50 Cent,Vincent DOnofrio]",242838
Royalteen,2021,TV-MA,150,"Crime, Drama, Fantasy",6.6,"People hear predictions on when they will die. When that time comes, a death angel appears in front of them and kills them.","[Yoo Ah-in,Kim Hyun-joo,Jeong Min Park,Jin-ah Won]",23866
Kota Factory,2020,R,131,"Biography, Comedy, Drama",6.8,"1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).","[David Fincher,Gary Oldman,Amanda Seyfried,Lily Collins,Tom Pelphrey]",74186
Honest Thief,2018-2019,TV-MA,50,"Action, Crime, Drama",8.5,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.","[Saif Ali Khan,Nawazuddin Siddiqui,Neeraj Kabi,Elnaaz Norouzi]",87403
How It Ends,2019,TV-MA,115,"Action, Crime, Mystery",6.2,"A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.","[Jim Mickle,Boyd Holbrook,Cleopatra Coleman,Bokeem Woodbine,Michael C. Hall]",53157
Triple 9,1990-2000,TV-PG,30,"Drama, Fantasy, Horror",8.2,"A group of teenagers get together in the woods, and tell ghost stories.","[Ross Hull,Daniel DeSanto,Raine Pare-Coull,Jodie Resther]",15062
Too Hot to Handle,2020,PG-13,118,"Action, Adventure, Drama",6.8,"A Civil War veteran agrees to deliver a girl, taken by the Kiowa people years ago, to her aunt and uncle, against her will. They travel hundreds of miles and face grave dangers as they search for a place that either can call home.","[Paul Greengrass,Tom Hanks,Helena Zengel,Tom Astor,Travis Johnson]",86396
Pain Hustlers,2017,TV-MA,112,"Comedy, Drama",6.9,"An estranged family gathers together in New York City for an event celebrating the artistic work of their father.","[Noah Baumbach,Adam Sandler,Grace Van Patten,Dustin Hoffman,Elizabeth Marvel]",49217
My Name,2016,TV-MA,30,"Comedy",7.1,"Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.","[Celeste Dring,Louise Ford,Hugh Skinner,Ellie White]",2783
Parallel Mothers,2013-2015,TV-MA,46,"Drama, Fantasy, Horror",7,"Secrets are just part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight.","[Famke Janssen,Bill Skarsgård,Landon Liboiron,Joel de la Fuente]",40283
Clickbait,2021,R,129,"Biography, Drama, Thriller",7.4,"Mohamedou Ould Slahi fights for freedom after being detained and imprisoned without charge by the U.S. Government for years.","[Kevin Macdonald,Tahar Rahim,Nouhe Hamady Bari,Saadna Hamoud,Mohamed Yeslem Mousse]",51115
The Little Mermaid,2022,TV-MA,107,"Drama, Romance",5.3,"Follows prince Karl Johan and newcomer Lena, who have feelings for each other but are aware that their relationship might put them in an impossible situation, while he has to carry a nation on his shoulders, she carries lies on hers.","[Per-Olav Sørensen,Emilie Beck,Ines Høysæter Asserson,Mathias Storhøi,Elli Rhiannon Müller Osborne,Veslemøy Mørkrid]",1566
The Innocent,2019-2021,TV-14,45,"Comedy, Drama",9.1,"Dedicated to Shrimati SL Loney ji, Shri Irodov ji and Maanniya HC Verma ji, 'Kota Factory' is TVF's latest original. India's first 'Black and White' show highlights the problems present day IIT-JEE aspirants face in their day-to-day lives.","[Mayur More,Jitendra Kumar,Ranjan Raj,Alam Khan]",71138
Till Death,2020,PG-13,99,"Action, Thriller",6,"Wanting to lead an honest life, a notorious bank robber turns himself in, only to be double-crossed by two ruthless FBI agents.","[Mark Williams,Liam Neeson,Kate Walsh,Jai Courtney,Jeffrey Donovan]",50172
Criminal: UK,2018,TV-MA,113,"Action, Drama, Mystery",5,"In the midst of an apocalypse, a man struggles to reach his pregnant wife, who is thousands of miles away.","[David M. Rosenthal,Theo James,Kat Graham,Nancy Sorel,Nicole Ari Parker]",53299
Master of None,2016,R,115,"Action, Crime, Thriller",6.3,"A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.","[John Hillcoat,Casey Affleck,Chiwetel Ejiofor,Anthony Mackie,Aaron Paul]",72474
Knightfall,2020,TV-MA,40,"Game-Show, Reality-TV, Romance",4.7,"On the shores of paradise, gorgeous singles meet and mingle. But there's a twist. To win a $100,000 grand prize, they'll have to give up sex.","[Desiree Burch,Melinda Melrose,Carly Lawrence,Chase de Moor]",12484
The King's Affection,2021,TV-MA,50,"Action, Crime, Drama",7.8,"The story about a woman who joins an organized crime ring and infiltrates the police as an undercover agent in order to find out the truth about her father's death.","[Hee-soon Park,Ahn Bo-Hyun,Han So-hee,Kim Sang-Ho]",20967
Easy,2021,R,123,"Drama",7.1,"The story of two mothers who bond in unexpected way after giving birth the same day.","[Pedro Almodóvar,Penélope Cruz,Milena Smit,Israel Elejalde,Aitana Sánchez-Gijón]",28112
Party of Five,2021,TV-MA,368,"Crime, Drama, Mystery",7.2,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.","[Zoe Kazan,Betty Gabriel,Phoenix Raei,Adrian Grenier]",52589
Living with Yourself,2018,PG,85,"Adventure, Drama, Fantasy",4.2,"A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.","[Blake Harris,Chris Bouchard,William Moseley,Poppy Drayton,Loreto Peralta,Armando Gutierrez]",9050
The Last Letter from Your Lover,2021,TV-MA,467,"Crime, Drama, Mystery",7.8,"An accidental killing leads a man down a dark hole of intrigue and murder. Just as he finds love and freedom, one phone call brings back the nightmare.","[Mario Casas,Xavi Sáez,Santi Pons,Sam Feuer]",30505
Jupiter's Legacy,2021,R,88,"Thriller",5.8,"A woman is left handcuffed to her dead husband as part of a sick revenge plot. Unable to unshackle, she has to survive as two killers arrive to finish her off.","[S.K. Dale,Megan Fox,Eoin Macken,Callan Mulvey,Jack Roth]",21221
Tokyo Revengers,2019-2020,TV-MA,43,"Crime, Drama, Mystery",7.6,"A cat-and-mouse drama, which focuses on the intense mental conflict between detectives and suspects. The stories take place within the confines of a police interview suite.","[Katherine Kelly,Lee Ingleby,Rochenda Sandall,Shubham Saraf]",18693
Sword Art Online,2015,TV-MA,30,"Comedy, Drama",8.2,"The personal and professional life of Dev, a 30-year-old actor in New York.","[Aziz Ansari,Eric Wareheim,Lena Waithe,Noël Wells]",73214
Okja,2017-2019,TV-14,60,"Action, Adventure, Drama",6.8,"A look at the final days of the Knights Templar during the 14th century.","[Tom Cullen,Pádraic Delaney,Simon Merrells,Julian Ovenden]",20356
Another Life,2020,TV-MA,101,"Comedy, Horror",5.8,"Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.","[McG,Judah Lewis,Samara Weaving,Jenna Ortega,Emily Alyn Lind]",39725
MILF,2016-2019,TV-MA,30,"Comedy",6.9,"Intertwined groups of friends in Chicago fumble through the modern maze of love, sex, technology and culture.","[Michael Chernus,Jane Adams,Elizabeth Reaser,Jacqueline Toboni]",13814
Steins;Gate,1994-2000,TV-PG,60,"Drama, Family",6.8,"Five siblings raise each other following their parents' untimely deaths.","[Matthew Fox,Scott Wolf,Neve Campbell,Lacey Chabert]",10431
Roma,2019,TV-MA,26,"Comedy, Drama, Sci-Fi",7.2,"An existential comedy about a man struggling in life who undergoes a new treatment to become a better person, only to find that he's been replaced by a new and improved version of himself.","[Paul Rudd,Aisling Bea,Ali Akbar Sepahi,Desmin Borges]",31253
The Thundermans,2021,TV-MA,110,"Drama, Romance",6.7,"A pair of interwoven stories set in the past and present follow an ambitious journalist determined to solve the mystery of a forbidden love affair at the center of a trove of secret love letters from 1965.","[Augustine Frizzell,Shailene Woodley,Joe Alwyn,Wendy Nottingham,Felicity Jones]",17875
Homefront,2021,TV-MA,56,"Action, Adventure, Drama",6.7,"The first generation of superheroes has kept the world safe for nearly a century. Now their children must live up to their legacy in an epic drama that spans decades and navigates the dynamics of family, power and loyalty.","[Josh Duhamel,Ben Daniels,Leslie Bibb,Andrew Horton]",38387
The Politician,2021,TV-14,24,"Animation, Action, Drama",8.1,"Hanagaki Takemichi lives an unsatisfying life right up until his death. Waking up 12 years in the past, he reckons with the eventual fate of his friends and tries to prevent an unfortunate future.","[Griffin Puatu,Darren OHare,Tatsuhisa Suzuki,Yu Hayashi]",15752
The Guernsey Literary and Potato Peel Pie Society,2012,TV-14,24,"Animation, Action, Adventure",7.6,"In the year 2022, thousands of people get trapped in a new virtual MMORPG and the lone wolf player, Kirito, works to escape.","[Yoshitsugu Matsuoka,Haruka Tomatsu,Bryce Papenbrook,Cherami Leigh]",45397
Cosmos: A Spacetime Odyssey,2017,TV-MA,120,"Action, Adventure, Drama",7.3,"A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.","[Bong Joon Ho,Tilda Swinton,Paul Dano,Seo-hyun Ahn,Jake Gyllenhaal]",121183
The Hand of God,2019-2021,TV-MA,43,"Adventure, Drama, Mystery",5.2,"Astronaut Niko Breckenridge and her young crew face unimaginable danger as they go on a high-risk mission to explore the genesis of an alien artifact.","[Katee Sackhoff,Samuel Anderson,A.J. Rivera,JayR Tinaco]",35855
The Dig,2014-2016,TV-14,55,"Adventure, Drama",7.8,"Set on the streets of 17th-century Paris, The Musketeers gives a contemporary take on the classic story about a group of highly trained soldiers and bodyguards assigned to protect King and country.","[Luke Pasqualino,Tom Burke,Santiago Cabrera,Howard Charles]",22376
The Ten Commandments,2018,TV-MA,101,"Comedy",4.8,"Three best friends in their forties start a relationship with younger men while on vacation.","[Axelle Laffont,Marie-Josée Croze,Virginie Ledoyen,Axelle Laffont,Waël Sersoub]",6369
Hotel Mumbai,2011-2015,TV-14,24,"Animation, Comedy, Drama",8.8,"After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.","[Mamoru Miyano,Asami Imai,Kana Hanazawa,Ashly Burch]",61150
Southpaw,2018,R,135,"Drama",7.7,"A year in the life of a middle-class family's maid in Mexico City in the early 1970s.","[Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,Diego Cortina Autrey,Carlos Peralta]",157396
Safe,2013-2018,TV-G,23,"Action, Comedy, Drama",5.6,"These siblings with superpowers might be twins, but they are very different indeed.","[Kira Kosarin,Jack Griffo,Addison Riecke,Diego Velazquez]",5668
Twenty Five Twenty One,2013,R,100,"Action, Crime, Thriller",6.5,"A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord.","[Gary Fleder,Jason Statham,James Franco,Winona Ryder,Kate Bosworth]",120729
Young Guns II,2019,TV-14,42,"Comedy, Drama",7.5,"Payton Hobart, a student from Santa Barbara, has known since age seven that he's going to be President of the United States. But first he'll have to navigate the most treacherous political landscape of all: Saint Sebastian High School.","[Ben Platt,Zoey Deutch,Lucy Boynton,Julia Schlaepfer]",22532
Flower of Evil,2018,TV-14,124,"Drama, Romance, War",7.3,"In the aftermath of World War II, a writer forms an unexpected bond with the residents of Guernsey Island when she decides to write a book about their experiences during the war.","[Mike Newell,Jessica Brown Findlay,Tom Courtenay,Michiel Huisman,Katherine Parkinson]",46544
Maggie,2014,TV-PG,557,"Documentary",9.3,"An exploration of our discovery of the laws of nature and coordinates in space and time.","[Neil deGrasse Tyson,Christopher Emerson,Keythe Farley,Piotr Michael]",121400
Once Upon a Small Town,2021,R,130,"Drama",7.3,"In 1980s Naples, young Fabietto pursues his love for football as family tragedy strikes, shaping his uncertain but promising future as a filmmaker.","[Paolo Sorrentino,Filippo Scotti,Toni Servillo,Teresa Saponangelo,Marlon Joubert]",41588
Salem,2021,PG-13,112,"Biography, Drama, History",7.1,"An archaeologist embarks on the historically important excavation of Sutton Hoo in 1938.","[Simon Stone,Carey Mulligan,Ralph Fiennes,Lily James,Johnny Flynn]",74270
Pixels,1956,G,220,"Adventure, Drama, Family",7.9,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.","[Cecil B. DeMille,Charlton Heston,Yul Brynner,Anne Baxter,Edward G. Robinson]",71119
Step Up,2018,R,123,"Action, Drama, History",7.6,"The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.","[Anthony Maras,Dev Patel,Armie Hammer,Nazanin Boniadi,Anupam Kher]",63979
She,2015,R,124,"Action, Crime, Drama",7.3,"After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career.","[Antoine Fuqua,Jake Gyllenhaal,Rachel McAdams,Oona Laurence,Forest Whitaker]",236533
Guardian: The Lonely and Great God,2018,TV-MA,356,"Crime, Drama, Mystery",7.2,"After his teenage daughter goes missing, a widowed surgeon begins uncovering dark secrets of the people closest to him.","[Michael C. Hall,Amy James-Kelly,Amanda Abbington,Freddie Thorp]",43443
Pose,2022,TV-14,70,"Drama, Romance",8.6,"In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life.","[Nam Joo-hyuk,Kim Ji-yeon,Choi Hyun-wook,Lee Joo-myung]",6849
Tommy Boy,1990,PG-13,104,"Action, Western",6.5,"In 1881, cattle baron John Chisum pays a bounty to Patrick Floyd Garrett to kill outlaw Billy the Kid.","[Geoff Murphy,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,Christian Slater]",36404
ZeroZeroZero,2020,Not Rated,70,"Crime, Mystery, Romance",8.7,"Flower of Evil is a suspense melodrama about a man who hides his cruel past and changes his identity, while his detective wife tracks down his past.","[Lee Joon-Gi,Moon Chae-Won,Seo Hyun-woo,Choi Dae-hoon]",7700
Gypsy,2015,PG-13,95,"Drama, Horror, Sci-Fi",5.6,"A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.","[Henry Hobson,Arnold Schwarzenegger,Abigail Breslin,Joely Richardson,Laura Cayouette]",44549
I Am All Girls,2014-2017,TV-MA,60,"Drama, Fantasy, Horror",7.1,"Supernatural horror loosely based on Salem's 17th century witch trials.","[Janet Montgomery,Shane West,Seth Gabel,Tamzin Merchant]",23955
Dark Places,2017,R,108,"Action, Horror, Thriller",6.4,"Never take your mistress on an annual guys' getaway, especially one devoted to hunting - a violent lesson for three wealthy married men.","[Coralie Fargeat,Matilda Anna Ingrid Lutz,Kevin Janssens,Vincent Colombe,Guillaume Bouchède]",43575
Mushoku Tensei: Jobless Reincarnation,2015,PG-13,105,"Action, Comedy, Fantasy",5.6,"When aliens misinterpret feeds of classic arcades as a declaration of war, they attack the Earth in the form of thes.","[Chris Columbus,Adam Sandler,Kevin James,Michelle Monaghan,Peter Dinklage]",144672
Jaws 2,2006,PG-13,104,"Crime, Drama, Music",6.5,"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.","[Anne Fletcher,Channing Tatum,Jenna Dewan,Damaine Radcliff,DeShawn Washington]",119288
Kaguya-sama: Love is War,2016-2017,TV-14,120,"Comedy, Drama, Fantasy",8.6,"In his quest for a bride to break his immortal curse, Dokkaebi, a 939-year-old guardian of souls, meets a grim reaper and a sprightly student with a tragic past.","[Gong Yoo,Kim Go-eun,Lee Dong-Wook,Yoo In-Na]",20760
Jamtara: Sabka Number Ayega,2018-2021,TV-MA,60,"Drama",8.6,"In the New York of the late '80s and early '90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis, and capitalism.","[Michaela Jaé (MJ) Rodriguez,Dominique Jackson,Indya Moore,Angel Bismark Curiel]",29019
Running with the Devil: The Wild World of John McAfee,1995,PG-13,97,"Adventure, Comedy",7.1,"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.","[Peter Segal,Chris Farley,David Spade,Brian Dennehy,Bo Derek]",87921
Blood Red Sky,2019-2020,TV-MA,60,"Crime, Drama, Thriller",8.2,"A cocaine shipment makes its way to Europe, starting from the moment a powerful cartel of Italian criminals decides to buy it, to its journeys through Mexico, to its shipment across the Atlantic Ocean.","[Andrea Riseborough,Dane DeHaan,Giuseppe De Domenico,Harold Torres]",25048
Selling Sunset,2017,TV-MA,51,"Drama, Thriller",6.8,"Therapist Jean Holloway becomes too immersed in the lives of her patients.","[Naomi Watts,Billy Crudup,Sophie Cookson,Karl Glusman]",16552
The Lucky One,1998,TV-14,60,"Adventure,-Show, Reality-TV",7.8,"Reality television alumni and others compete to win cash prizes.","[T.J. Lavin,Chris C.T. Tamburello,Johnny Bananas Devenanzio,Aneesa Ferreira]",3454
F Is for Family,2021,TV-MA,107,"Crime, Drama, Mystery",5.9,"A special crimes investigator forms an unlikely bond with a serial killer to bring down a global child sex trafficking syndicate.","[Donovan Marsh,Erica Wessels,Hlubi Mboya,Leshego Molokwane,Nomvelo Makhanya]",6139
Stowaway,2015,R,113,"Crime, Drama, Mystery",6.2,"Libby Day was only eight years old when her family was brutally murdered in their rural Kansas farmhouse. Almost thirty years later, she reluctantly agrees to revisit the crime and uncovers the wrenching truths that led up to that tragic night.","[Gilles Paquet-Brenner,Charlize Theron,Nicholas Hoult,Christina Hendricks,Chloë Grace Moretz]",45465
Dirk Gently's Holistic Detective Agency,2021,TV-14,24,"Animation, Action, Adventure",8.4,"A 34-year-old Japanese NEET is run over by a speeding truck and dies. Before he knows it, he is reborn as Rudeus Greyrat, and begins a new life full of adventure.","[Yumi Uchiyama,Tomokazu Sugita,Amber Lee Connors,Ai Kakuma]",10155
Formula 1: Drive to Survive,1978,PG,116,"Adventure, Horror, Thriller",5.8,"Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.","[Jeannot Szwarc,Roy Scheider,Lorraine Gary,Murray Hamilton,Joseph Mascolo]",78737
Apostle,2020,TV-MA,347,"Drama, History",7.5,"A group of aspiring actors and filmmakers in post-World War II Hollywood try to make it big - no matter the cost.","[David Corenswet,Darren Criss,Laura Harrier,Joe Mantello]",36652
CHIPS,2019,TV-14,24,"Animation, Comedy, Romance",8.6,"The proudly privileged top two students of an elite school each makes it their mission to be the first to extract a confession of love from the other.","[Aoi Koga,Makoto Furukawa,Konomi Kohara,Yutaka Aoyama]",13237
The Protector,2020,Not Rated,29,"Crime",7.3,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme -- and a cop wants to fight it.","[Amit Sial,Sparsh Srivastav,Monika Panwar,Anshuman Pushkar]",6557
Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,TV-MA,105,"Documentary, Crime",5.9,"Life and death of software pioneer John McAfee who developed the software: McAfee Antivirus.","[Charlie Russell,Dean Barrow,Rocco Castoro,Neil Cavuto,Janice Dyson]",2551
Finding Dory,2021,TV-MA,121,"Action, Adventure, Drama",6.1,"A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.","[Peter Thorwarth,Peri Baumeister,Carl Anton Koch,Alexander Scheer,Kais Setti]",48309
The Next Three Days,2019,TV-MA,30,"Reality-TV",6.5,"The elite real estate brokers at The Oppenheim Group sell the luxe life to affluent buyers in LA. The drama ramps up when a new agent joins the team.","[Mary Fitzgerald,Chrishell Stause,Christine Quinn,Brett Oppenheim]",6584
Human Resources,2012,PG-13,101,"Drama, Mystery, Romance",6.4,"A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.","[Scott Hicks,Zac Efron,Taylor Schilling,Blythe Danner,Riley Thomas Stewart]",108807
101 Dalmatians,2015-2021,TV-MA,30,"Animation, Comedy, Drama",8,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.","[Bill Burr,Laura Dern,Justin Long,Debi Derryberry]",37225
Desperado,2021,TV-MA,116,"Adventure, Sci-Fi, Thriller",5.6,"A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.","[Joe Penna,Anna Kendrick,Daniel Dae Kim,Shamier Anderson,Toni Collette]",46158
Vivo,2016-2017,TV-14,60,"Action, Adventure, Comedy",8.2,"Holistic detective Dirk Gently investigates cases involving the supernatural.","[Samuel Barnett,Elijah Wood,Hannah Marks,Jade Eshete]",51064
Deepwater Horizon,2019,TV-MA,40,"Documentary, Sport",8.6,"Docuseries following the FIA Formula One World Championship across multiple seasons.","[Will Buxton,Jack Nicholls,Lewis Hamilton,Charles Leclerc]",39632
Goosebumps,2018,TV-MA,130,"Drama, Fantasy, Horror",6.3,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.","[Gareth Evans,Dan Stevens,Richard Elfyn,Paul Higgins,Bill Milner]",52870
Out of the Furnace,2017,R,100,"Action, Comedy, Crime",6,"An inexperienced rookie is teamed up with a hardened pro at the California Highway Patrol in Los Angeles, the newbie officer soon learns his partner is really an undercover Fed investigating a heist which may involve some crooked cops.","[Dax Shepard,Michael Peña,Dax Shepard,Vincent DOnofrio,Rosa Salazar]",48181
The Promised Neverland,2018-2020,TV-MA,40,"Action, Fantasy, Sci-Fi",6.5,"Discovering his ties to a secret ancient order, a young man living in modern Istanbul embarks on a quest to save the city from an immortal enemy.","[Çagatay Ulusoy,Hazar Ergüçlü,Okan Yalabik,Burçin Terzioglu]",34809
Everything Sucks!,2022,TV-Y7,82,"Animation, Action, Adventure",5.9,"When a mysterious stranger arrives from the future with a dire warning, Leo is forced to rise and lead his brothers, Raph, Donnie, and Mikey in a fight to save the world from a terrifying alien species.","[Andy Suriano,Ant Ward,Kat Graham,Haley Joel Osment,Ben Schwartz,Toks Olagundoye]",3955
Inside the Mind of a Cat,2016,PG,97,"Animation, Adventure, Comedy",7.3,"Friendly but forgetful blue tang Dory begins a search for her long-lost parents and everyone learns a few things about the real meaning of family along the way.","[Andrew Stanton,Angus MacLane,Ellen DeGeneres,Albert Brooks,Ed ONeill,Kaitlin Olson]",274280
The Defeated,2010,PG-13,133,"Action, Crime, Drama",7.3,"A married couple's life is turned upside down when the wife is accused of a murder.","[Paul Haggis,Russell Crowe,Elizabeth Banks,Liam Neeson,Michael Buie]",197126
The Ugly Truth,2022,TV-MA,30,"Animation, Comedy, Romance",7.2,"A workplace comedy set in the world of the monsters from Big Mouth.","[Aidy Bryant,Randall Park,Keke Palmer,David Thewlis]",6188
The Suite Life of Zack & Cody,1996,G,103,"Adventure, Comedy, Crime",5.7,"An evil high-fashion designer plots to steal dalmatian puppies in order to make an extravagant fur coat but creates an extravagant mess instead.","[Stephen Herek,Glenn Close,Jeff Daniels,Joely Richardson,Joan Plowright]",111407
Nanatsu no taizai,1995,R,104,"Action, Crime, Thriller",7.1,"Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.","[Robert Rodriguez,Antonio Banderas,Salma Hayek,Joaquim de Almeida,Cheech Marin]",186134
Alias Grace,2021,PG,95,"Animation, Adventure, Comedy",6.6,"Vivo, Sony Pictures Animation's first-ever musical adventure featuring all-new original songs from Lin-Manuel Miranda, will take audiences on an epic adventure to gorgeous and vibrant locations never before seen in animation.","[Kirk DeMicco,Brandon Jeffords,Lin-Manuel Miranda,Ynairaly Simo,Zoe Saldana,Juan de Marcos González]",18809
The DUFF,2016,PG-13,107,"Action, Drama, History",7.1,"A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.","[Peter Berg,Mark Wahlberg,Kurt Russell,Douglas M. Griffin,James DuMont]",168678
Toscana,1995-1998,TV-Y7,22,"Fantasy, Horror, Mystery",7.6,"A series of scary anthology stories based on the children's books by R.L. Stine. Series one was hosted by R.L. Stine for twelve episodes.","[R.L. Stine,Kathryn Short,Cody Jones,Scott Wickware]",13649
Kung Fu Panda 3,2013,R,116,"Action, Crime, Drama",6.7,"When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.","[Scott Cooper,Christian Bale,Casey Affleck,Zoe Saldana,Woody Harrelson]",116319
